*******************************************************************************
Ephemeris / WWW_USER Tue Sep 14 19:57:29 2021 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Voyager 1 (spacecraft) (-31)    {source: Voyager_1}
Center body name: Earth (399)                     {source: Voyager_1}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1977-Sep-06 00:00:00.0000 UT      
Stop  time      : A.D. 2030-Dec-31 00:00:00.0000 UT      
Step-size       : 3 calendar months
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: Voyager_1}
Rel. light bend : Sun, EARTH                      {source: Voyager_1}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
EOP file        : eop.210914.p211208                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2021-SEP-14. PREDICTS-> 2021-DEC-07
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),
************************************************
$$SOE
date,na1,na2,ra,dec,
 1997-Jun-06 00:00, , ,   252.92339,   12.47283,
 1997-Sep-06 00:00, , ,   252.20768,   12.06751,
 1997-Dec-06 00:00, , ,   253.19059,   11.52707,
 1998-Mar-06 00:00, , ,   254.15123,   11.92009,
 1998-Jun-06 00:00, , ,   253.43658,   12.47382,
 1998-Sep-06 00:00, , ,   252.73952,   12.09260,
 1998-Dec-06 00:00, , ,   253.65715,   11.57512,
 1999-Mar-06 00:00, , ,   254.57417,   11.94494,
 1999-Jun-06 00:00, , ,   253.89810,   12.47408,
 1999-Sep-06 00:00, , ,   253.21913,   12.11452,
 1999-Dec-06 00:00, , ,   254.07890,   11.61789,
 2000-Mar-06 00:00, , ,   254.95776,   11.97419,
 2000-Jun-06 00:00, , ,   254.30349,   12.47467,
 2000-Sep-06 00:00, , ,   253.65504,   12.12633,
 2000-Dec-06 00:00, , ,   254.47579,   11.65471,
 2001-Mar-06 00:00, , ,   255.30496,   11.99283,
 2001-Jun-06 00:00, , ,   254.68333,   12.47298,
 2001-Sep-06 00:00, , ,   254.05147,   12.14269,
 2001-Dec-06 00:00, , ,   254.82537,   11.68841,
 2002-Mar-06 00:00, , ,   255.62234,   12.00888,
 2002-Jun-06 00:00, , ,   255.03070,   12.47045,
 2002-Sep-06 00:00, , ,   254.41490,   12.15663,
 2002-Dec-06 00:00, , ,   255.14664,   11.71841,
 2003-Mar-06 00:00, , ,   255.91405,   12.02284,
 2003-Jun-06 00:00, , ,   255.34996,   12.46728,
 2003-Sep-06 00:00, , ,   254.74983,   12.16860,
 2003-Dec-06 00:00, , ,   255.44325,   11.74536,
 2004-Mar-06 00:00, , ,   256.18470,   12.04124,
 2004-Jun-06 00:00, , ,   255.63490,   12.46478,
 2004-Sep-06 00:00, , ,   255.06012,   12.17313,
 2004-Dec-06 00:00, , ,   255.72966,   11.76869,
 2005-Mar-06 00:00, , ,   256.43454,   12.05189,
 2005-Jun-06 00:00, , ,   255.90867,   12.46116,
 2005-Sep-06 00:00, , ,   255.34762,   12.18270,
 2005-Dec-06 00:00, , ,   255.98487,   11.79110,
 2006-Mar-06 00:00, , ,   256.66679,   12.06167,
 2006-Jun-06 00:00, , ,   256.16305,   12.45765,
 2006-Sep-06 00:00, , ,   255.61520,   12.19148,
 2006-Dec-06 00:00, , ,   256.22263,   11.81195,
 2007-Mar-06 00:00, , ,   256.88316,   12.07081,
 2007-Jun-06 00:00, , ,   256.40006,   12.45450,
 2007-Sep-06 00:00, , ,   255.86464,   12.19979,
 2007-Dec-06 00:00, , ,   256.44455,   11.83152,
 2008-Mar-06 00:00, , ,   257.08625,   12.08493,
 2008-Jun-06 00:00, , ,   256.61226,   12.45276,
 2008-Sep-06 00:00, , ,   256.09758,   12.20254,
 2008-Dec-06 00:00, , ,   256.66171,   11.84907,
 2009-Mar-06 00:00, , ,   257.27469,   12.09318,
 2009-Jun-06 00:00, , ,   256.81876,   12.45041,
 2009-Sep-06 00:00, , ,   256.31501,   12.21030,
 2009-Dec-06 00:00, , ,   256.85508,   11.86661,
 2010-Mar-06 00:00, , ,   257.45068,   12.10106,
 2010-Jun-06 00:00, , ,   257.01160,   12.44839,
 2010-Sep-06 00:00, , ,   256.51821,   12.21767,
 2010-Dec-06 00:00, , ,   257.03594,   11.88312,
 2011-Mar-06 00:00, , ,   257.61520,   12.10854,
 2011-Jun-06 00:00, , ,   257.19183,   12.44645,
 2011-Sep-06 00:00, , ,   256.70850,   12.22447,
 2011-Dec-06 00:00, , ,   257.20540,   11.89853,
 2012-Mar-06 00:00, , ,   257.77032,   12.12010,
 2012-Jun-06 00:00, , ,   257.35308,   12.44521,
 2012-Sep-06 00:00, , ,   256.88708,   12.22602,
 2012-Dec-06 00:00, , ,   257.37330,   11.91180,
 2013-Mar-06 00:00, , ,   257.91519,   12.12603,
 2013-Jun-06 00:00, , ,   257.51231,   12.44284,
 2013-Sep-06 00:00, , ,   257.05535,   12.23145,
 2013-Dec-06 00:00, , ,   257.52330,   11.92475,
 2014-Mar-06 00:00, , ,   258.05190,   12.13124,
 2014-Jun-06 00:00, , ,   257.66262,   12.44017,
 2014-Sep-06 00:00, , ,   257.21454,   12.23615,
 2014-Dec-06 00:00, , ,   257.66537,   11.93663,
 2015-Mar-06 00:00, , ,   258.18144,   12.13581,
 2015-Jun-06 00:00, , ,   257.80517,   12.43730,
 2015-Sep-06 00:00, , ,   257.36558,   12.24033,
 2015-Dec-06 00:00, , ,   257.80037,   11.94761,
 2016-Mar-06 00:00, , ,   258.30562,   12.14414,
 2016-Jun-06 00:00, , ,   257.93365,   12.43521,
 2016-Sep-06 00:00, , ,   257.50906,   12.24002,
 2016-Dec-06 00:00, , ,   257.93665,   11.95708,
 2017-Mar-06 00:00, , ,   258.42295,   12.14785,
 2017-Jun-06 00:00, , ,   258.06281,   12.43239,
 2017-Sep-06 00:00, , ,   257.64588,   12.24367,
 2017-Dec-06 00:00, , ,   258.05899,   11.96690,
 2018-Mar-06 00:00, , ,   258.53480,   12.15144,
 2018-Jun-06 00:00, , ,   258.18589,   12.42983,
 2018-Sep-06 00:00, , ,   257.77622,   12.24729,
 2018-Dec-06 00:00, , ,   258.17562,   11.97638,
 2019-Mar-06 00:00, , ,   258.64145,   12.15508,
 2019-Jun-06 00:00, , ,   258.30308,   12.42763,
 2019-Sep-06 00:00, , ,   257.90043,   12.25094,
 2019-Dec-06 00:00, , ,   258.28679,   11.98567,
 2020-Mar-06 00:00, , ,   258.74390,   12.16261,
 2020-Jun-06 00:00, , ,   258.40835,   12.42651,
 2020-Sep-06 00:00, , ,   258.01844,   12.25100,
 2020-Dec-06 00:00, , ,   258.39955,   11.99403,
 2021-Mar-06 00:00, , ,   258.84050,   12.16631,
 2021-Jun-06 00:00, , ,   258.51461,   12.42502,
 2021-Sep-06 00:00, , ,   258.13082,   12.25490,
 2021-Dec-06 00:00, , ,   258.49995,   12.00295,
 2022-Mar-06 00:00, , ,   258.93221,   12.17007,
 2022-Jun-06 00:00, , ,   258.61542,   12.42375,
 2022-Sep-06 00:00, , ,   258.23761,   12.25873,
 2022-Dec-06 00:00, , ,   258.59532,   12.01159,
 2023-Mar-06 00:00, , ,   259.01923,   12.17371,
 2023-Jun-06 00:00, , ,   258.71123,   12.42255,
 2023-Sep-06 00:00, , ,   258.33914,   12.26240,
 2023-Dec-06 00:00, , ,   258.68598,   12.01977,
 2024-Mar-06 00:00, , ,   259.10282,   12.18057,
 2024-Jun-06 00:00, , ,   258.79657,   12.42194,
 2024-Sep-06 00:00, , ,   258.43555,   12.26231,
 2024-Dec-06 00:00, , ,   258.77878,   12.02667,
 2025-Mar-06 00:00, , ,   259.18173,   12.18350,
 2025-Jun-06 00:00, , ,   258.88371,   12.42040,
 2025-Sep-06 00:00, , ,   258.52805,   12.26523,
 2025-Dec-06 00:00, , ,   258.86139,   12.03368,
 2026-Mar-06 00:00, , ,   259.25729,   12.18600,
 2026-Jun-06 00:00, , ,   258.96728,   12.41865,
 2026-Sep-06 00:00, , ,   258.61681,   12.26778,
 2026-Dec-06 00:00, , ,   258.94077,   12.04013,
 2027-Mar-06 00:00, , ,   259.32998,   12.18817,
 2027-Jun-06 00:00, , ,   259.04763,   12.41676,
 2027-Sep-06 00:00, , ,   258.70228,   12.26999,
 2027-Dec-06 00:00, , ,   259.01731,   12.04616,
 2028-Mar-06 00:00, , ,   259.40086,   12.19330,
 2028-Jun-06 00:00, , ,   259.11978,   12.41541,
 2028-Sep-06 00:00, , ,   258.78441,   12.26891,
 2028-Dec-06 00:00, , ,   259.09702,   12.05121,
 2029-Mar-06 00:00, , ,   259.46859,   12.19501,
 2029-Jun-06 00:00, , ,   259.19474,   12.41350,
 2029-Sep-06 00:00, , ,   258.86397,   12.27092,
 2029-Dec-06 00:00, , ,   259.16828,   12.05672,
 2030-Mar-06 00:00, , ,   259.53401,   12.19674,
 2030-Jun-06 00:00, , ,   259.26702,   12.41173,
 2030-Sep-06 00:00, , ,   258.94077,   12.27292,
 2030-Dec-06 00:00, , ,   259.23706,   12.06216,
$$EOE
*******************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date. Calendar dates prior to 1582-Oct-15 are in the
Julian calendar system. Later calendar dates are in the Gregorian system.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
 'R.A._(ICRF), DEC_(ICRF),' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}


 Computations by ...
     Solar System Dynamics Group, Horizons On-Line Ephemeris System
     4800 Oak Grove Drive, Jet Propulsion Laboratory
     Pasadena, CA  91109   USA
     Information  : https://ssd.jpl.nasa.gov/
     Documentation: https://ssd.jpl.nasa.gov/?horizons_doc
     Connect      : https://ssd.jpl.nasa.gov/?horizons (browser)
                    telnet ssd.jpl.nasa.gov 6775       (command-line)
                    e-mail command interface available
                    Script and CGI interfaces available
     Author       : Jon.D.Giorgini@jpl.nasa.gov

*******************************************************************************
